,fighter_name,Height_cm,Weight_kg,Reach_cm,Stance,SLpM,Str_Acc%,Strikes_absorbed/m,Str_Def%,TD_Avg,TD_Def%,Sub_Avg,weight_class,TD_Acc
2798,Chuck Liddell,187.96,92,76,Southpaw,2.97,35.0,2.71,56.0,0.44,81.0,0.0,Light Heavyweight,75.0
2799,Scott Lighty,187.96,92,75,Orthodox,2.91,21.0,4.24,49.0,0.0,61.24,0.0,Light Heavyweight,45.69
2800,Jonathan Wilson,187.96,92,75,Southpaw,2.92,48.0,5.65,56.0,0.37,80.0,0.0,Light Heavyweight,100.0
2801,Chuck Grigsby,198.12,92,75,Orthodox,0.71,16.0,3.29,46.0,0.0,66.0,0.0,Light Heavyweight,45.69
2802,Sam Greco,187.96,92,75,Southpaw,2.4,75.0,1.33,53.0,0.0,25.0,1.0,Light Heavyweight,45.69
2803,Andre Walker,180.34,92,75,Southpaw,2.28,31.0,4.36,34.0,0.0,61.24,0.0,Light Heavyweight,45.69
2804,Vernon White,182.88,92,75,Southpaw,2.11,38.0,2.2,54.0,0.88,44.0,0.0,Light Heavyweight,28.0
2805,Igor Vovchanchyn,172.72,92,75,Southpaw,1.59,49.0,0.97,63.0,1.19,50.0,0.5,Light Heavyweight,66.0
2806,Ilir Latifi,177.8,92,73,Orthodox,2.01,40.0,2.84,56.0,2.02,100.0,0.4,Light Heavyweight,32.0
2807,Wesley Little,193.04,92,75,Orthodox,0.0,44.95,0.0,48.96,0.0,61.24,0.0,Light Heavyweight,45.69
2808,Kazuhiro Nakamura,180.34,92,70,Orthodox,1.56,37.0,1.83,59.0,1.73,42.0,0.6,Light Heavyweight,36.0
2809,Joao Zaiden,184.79,92,75,Orthodox,0.0,44.95,0.0,48.96,0.0,61.24,0.0,Light Heavyweight,45.69
2810,Jeff Newton,187.96,92,75,Sideways,0.28,20.0,1.41,52.0,0.0,61.24,8.5,Light Heavyweight,45.69
2811,Mike Zichelle,184.79,92,75,Orthodox,0.87,35.0,0.87,40.0,0.0,61.24,2.0,Light Heavyweight,45.69
2812,Alex Stiebling,187.96,92,75,Southpaw,1.77,42.0,1.45,52.0,0.35,66.0,0.7,Light Heavyweight,66.0
2813,Mauricio Rua,185.42,92,76,Southpaw,3.57,50.0,2.71,54.0,2.12,47.0,0.8,Light Heavyweight,48.0
2814,Anthony Ruiz,187.96,92,75,Southpaw,2.56,64.0,1.67,28.0,1.43,21.0,0.0,Light Heavyweight,31.0
2815,Rodrigo Gripp de Sousa,180.34,92,75,Orthodox,0.48,23.0,4.81,52.0,0.0,61.24,9.6,Light Heavyweight,45.69
2816,James Lee,180.34,92,75,Southpaw,1.4,42.0,3.72,27.0,13.95,61.24,7.0,Light Heavyweight,50.0
2817,Justin Ledet,193.04,92,80,Orthodox,3.35,39.0,4.82,49.0,0.23,42.0,0.2,Light Heavyweight,50.0
2818,Hirotaka Yokoi,180.34,92,75,Orthodox,1.52,33.0,3.42,38.0,1.87,66.0,0.4,Light Heavyweight,41.0
2819,Mike Rodriguez,193.04,92,82,Southpaw,4.61,59.0,3.39,40.0,0.0,41.0,0.0,Light Heavyweight,45.69
2820,Ricardo Romero,182.88,92,76,Orthodox,2.17,55.0,4.77,46.0,1.63,100.0,3.3,Light Heavyweight,10.0
2821,Alexander Gustafsson,195.57999999999998,92,79,Southpaw,4.02,40.0,3.42,51.0,1.54,83.0,0.4,Light Heavyweight,39.0
2822,Mike Whitehead,185.42,92,75,Orthodox,1.62,33.0,2.36,59.0,3.59,77.0,0.3,Light Heavyweight,43.0
2823,Luke Rockhold,190.5,92,77,Southpaw,4.18,48.0,2.43,56.0,0.67,68.0,1.1,Light Heavyweight,30.0
2824,Mike Nickels,193.04,92,75,Southpaw,4.44,52.0,1.11,64.0,11.11,61.24,2.8,Light Heavyweight,80.0
2825,Jason Brilz,180.34,92,71,Southpaw,2.66,40.0,1.78,65.0,2.37,25.0,1.3,Light Heavyweight,25.0
2826,Aaron Brink,190.5,92,75,Orthodox,3.49,42.0,5.71,57.0,0.0,61.24,0.0,Light Heavyweight,45.69
2827,Marcos Brigagao,190.5,92,76,Southpaw,3.07,43.0,3.27,25.0,0.0,36.0,0.0,Light Heavyweight,45.69
2828,Mike Kyle,193.04,92,77,Southpaw,3.93,51.0,3.35,49.0,1.33,50.0,0.8,Light Heavyweight,62.0
2829,Mike Glenn,184.79,92,75,Orthodox,0.0,44.95,0.0,48.96,0.0,61.24,0.0,Light Heavyweight,45.69
2830,Forrest Griffin,190.5,92,77,Southpaw,4.38,36.0,2.81,61.0,1.05,57.0,0.7,Light Heavyweight,48.0
2831,Tomasz Drwal,185.42,92,76,Southpaw,3.29,38.0,2.26,57.0,3.55,82.0,0.4,Light Heavyweight,60.0
2832,Fabio Gurgel,182.88,92,75,Orthodox,0.0,44.95,0.0,48.96,0.0,61.24,0.0,Light Heavyweight,45.69
2833,Wes Combs,187.96,92,75,Orthodox,2.14,48.0,4.73,45.0,0.0,61.24,0.0,Light Heavyweight,45.69
2834,Miguel Cosio,193.04,92,75,Orthodox,0.0,44.95,0.0,48.96,0.0,61.24,0.0,Light Heavyweight,45.69
2835,Jacob Noe,184.79,92,75,Orthodox,0.0,44.95,0.0,48.96,0.0,61.24,0.0,Light Heavyweight,45.69
2836,Rogerio Nogueira,187.96,92,75,Southpaw,2.43,35.0,2.34,59.0,0.64,62.0,0.8,Light Heavyweight,44.0
2837,Sam Alvey,187.96,92,75,Southpaw,3.17,44.0,3.26,55.0,0.08,82.0,0.1,Light Heavyweight,16.0
2838,Reese Andy,182.88,92,75,Orthodox,2.87,50.0,3.5,58.0,0.67,40.0,0.0,Light Heavyweight,20.0
2839,Dominick Reyes,193.04,92,77,Southpaw,4.53,48.0,3.16,49.0,0.2,82.0,0.2,Light Heavyweight,16.0
2840,Aaron Rosa,193.04,92,77,Orthodox,4.03,47.0,4.41,45.0,0.36,85.0,0.4,Light Heavyweight,33.0
2841,Jeremy Lang,180.34,92,75,Southpaw,1.13,50.0,1.41,42.0,4.22,61.24,4.2,Light Heavyweight,60.0
2842,Lionel Lanham,184.79,92,75,Orthodox,0.0,44.95,0.0,48.96,0.0,61.24,0.0,Light Heavyweight,45.69
2843,Craig Zellner,187.96,92,75,Orthodox,0.61,9.0,4.65,61.0,0.0,61.24,0.0,Light Heavyweight,45.69
2844,Azamat Murzakanov,180.34,92,75,Orthodox,0.0,44.95,0.0,48.96,0.0,61.24,0.0,Light Heavyweight,45.69
2845,Andre Gusmao,182.88,92,75,Orthodox,2.79,43.0,3.28,60.0,0.0,60.0,0.0,Light Heavyweight,45.69
2846,Mack Brewer,184.79,92,75,Orthodox,0.0,44.95,6.67,36.0,0.0,61.24,0.0,Light Heavyweight,45.69
2847,Herdem Alacabek,187.96,92,75,Orthodox,3.84,65.0,6.66,23.0,2.06,42.0,0.0,Light Heavyweight,50.0
2848,Ovince Saint Preux,190.5,92,80,Southpaw,2.68,46.0,3.03,45.0,1.19,66.0,0.6,Light Heavyweight,40.0
2849,John Paul Elias,193.04,92,75,Orthodox,0.0,44.95,0.0,48.96,0.0,61.24,0.0,Light Heavyweight,45.69
2850,Abdul-Kerim Edilov,187.96,92,75,Southpaw,10.22,61.0,0.13,92.0,3.98,61.24,2.0,Light Heavyweight,100.0
2851,Muhammed Lawal,182.88,92,78,Southpaw,3.79,52.0,1.61,66.0,5.96,87.0,0.0,Light Heavyweight,75.0
2852,Tom Lawlor,182.88,92,74,Southpaw,2.5,42.0,2.41,60.0,2.46,57.0,1.4,Light Heavyweight,32.0
2853,Chad Cook,187.96,92,75,Orthodox,0.0,44.95,0.0,48.96,0.0,61.24,0.0,Light Heavyweight,45.69
2854,Emanuel Newton,185.42,92,75,Southpaw,1.92,49.0,1.35,51.0,2.02,61.24,0.0,Light Heavyweight,100.0
2855,Nick Rossborough,195.57999999999998,92,75,Orthodox,2.8,35.0,4.33,35.0,0.0,100.0,0.0,Light Heavyweight,45.69
2856,Allan Goes,182.88,92,75,Orthodox,0.64,52.0,1.35,41.0,1.75,61.24,2.6,Light Heavyweight,40.0
2857,Sokun Koh,185.42,92,75,Orthodox,0.0,44.95,0.0,48.96,0.0,61.24,0.0,Light Heavyweight,45.69
2858,Antonio Schembri,175.26,92,75,Orthodox,0.72,26.0,2.12,55.0,1.31,61.24,0.4,Light Heavyweight,40.0
2859,Yukiya Naito,185.42,92,75,Orthodox,1.54,33.0,5.13,60.0,0.0,61.24,0.0,Light Heavyweight,45.69
2860,Rashad Evans,182.88,92,75,Orthodox,2.14,37.0,2.42,63.0,2.98,73.0,0.0,Light Heavyweight,44.0
2861,Razak Al-Hassan,187.96,92,75,Southpaw,3.27,39.0,3.14,60.0,0.65,57.0,0.0,Light Heavyweight,14.0
2862,Chad Griggs,185.42,92,73,Southpaw,2.67,50.0,2.22,46.0,1.51,41.0,0.0,Light Heavyweight,66.0
2863,Bas Rutten,185.42,92,75,Southpaw,5.59,61.0,2.06,79.0,0.0,61.24,0.0,Light Heavyweight,45.69
2864,Johnny Walker,198.12,92,82,Southpaw,4.41,72.0,3.51,31.0,0.4,60.0,1.2,Light Heavyweight,100.0
2865,George Allen,187.96,92,75,Open Stance,0.8,38.0,3.1,43.0,0.0,50.0,0.0,Light Heavyweight,45.69
2866,James Wade,177.8,92,75,Orthodox,0.0,44.95,0.0,48.96,0.0,61.24,0.0,Light Heavyweight,45.69
2867,Cory Walmsley,182.88,92,75,Orthodox,0.79,100.0,1.18,50.0,0.0,61.24,0.0,Light Heavyweight,45.69
2868,Erick Wanderlei,185.42,92,75,Orthodox,0.63,41.0,2.66,40.0,3.8,61.24,1.9,Light Heavyweight,66.0
2869,John Richard,184.79,92,75,Orthodox,0.0,44.95,0.0,48.96,0.0,61.24,0.0,Light Heavyweight,45.69
2870,Sean O'Connell,185.42,92,74,Orthodox,5.46,48.0,6.77,45.0,0.0,30.0,0.5,Light Heavyweight,45.69
2871,Devin Clark,182.88,92,75,Southpaw,3.33,57.0,2.43,48.0,2.7,76.0,0.1,Light Heavyweight,36.0
2872,Guilherme Viana,193.04,92,75,Southpaw,2.92,40.0,2.72,59.0,1.2,77.0,0.0,Light Heavyweight,66.0
2873,Vitor Vianna,184.79,92,75,Orthodox,3.1,30.0,8.28,52.0,0.0,61.24,0.0,Light Heavyweight,45.69
2874,Magomed Ankalaev,190.5,92,75,Southpaw,3.41,53.0,1.78,65.0,1.18,85.0,0.0,Light Heavyweight,33.0
2875,Yoji Anjo,180.34,92,75,Orthodox,0.0,44.95,3.13,25.0,0.0,61.24,0.0,Light Heavyweight,45.69
2876,Corey Anderson,190.5,92,79,Southpaw,4.43,46.0,2.22,59.0,4.89,83.0,0.0,Light Heavyweight,50.0
2877,Pro Escobedo,184.79,92,75,Orthodox,0.0,44.95,0.0,48.96,0.0,61.24,0.0,Light Heavyweight,45.69
2878,Cody Donovan,190.5,92,74,Southpaw,5.61,59.0,5.44,45.0,1.67,61.24,1.7,Light Heavyweight,28.0
2879,Kevin Haley,187.96,92,75,Orthodox,0.87,59.0,0.87,64.0,3.0,61.24,2.0,Light Heavyweight,100.0
2880,Modestas Bukauskas,190.5,92,78,Switch,3.56,37.0,5.7,42.0,0.0,100.0,0.0,Light Heavyweight,45.69
2881,Randy Couture,185.42,92,75,Southpaw,2.85,57.0,1.53,59.0,2.78,58.0,0.5,Light Heavyweight,46.0
2882,Brad Morris,187.96,92,75,Orthodox,0.5,62.0,6.95,27.0,0.0,61.24,0.0,Light Heavyweight,45.69
2883,Hu Yaozong,190.5,92,72,Orthodox,4.43,52.0,5.23,38.0,0.0,61.24,0.7,Light Heavyweight,45.69
2884,Jack Morrison,180.34,92,75,Orthodox,0.0,44.95,19.31,40.0,0.0,61.24,0.0,Light Heavyweight,45.69
2885,Dimitiri Wanderley,184.79,92,75,Orthodox,0.92,25.0,4.31,30.0,1.16,61.24,0.0,Light Heavyweight,20.0
2886,Jorge Gonzalez,187.96,92,76,Orthodox,0.0,44.95,0.0,48.96,0.0,61.24,0.0,Light Heavyweight,45.69
2887,Julius Anglickas,190.5,92,75,Southpaw,4.62,78.0,1.86,50.0,4.47,60.0,1.1,Light Heavyweight,50.0
2888,Carlos Zevallos,182.88,92,75,Southpaw,4.36,65.0,2.28,68.0,0.0,100.0,0.0,Light Heavyweight,45.69
2889,TJ Cook,184.79,92,75,Orthodox,2.3,47.0,3.18,54.0,1.01,61.24,0.0,Light Heavyweight,50.0
2890,Jakob Lovstad,190.5,92,75,Orthodox,0.0,44.95,9.43,35.0,0.0,61.24,0.0,Light Heavyweight,45.69
2891,Rob MacDonald,190.5,92,78,Orthodox,1.8,50.0,2.04,46.0,7.19,80.0,5.4,Light Heavyweight,80.0
2892,Matheus Scheffel,187.96,92,75,Orthodox,0.0,44.95,0.0,48.96,0.0,61.24,0.0,Light Heavyweight,45.69
2893,Angelo Antonio,184.79,92,75,Orthodox,1.09,50.0,7.64,50.0,0.0,61.24,0.0,Light Heavyweight,45.69
2894,Gadzhimurad Antigulov,180.34,92,70,Orthodox,2.08,55.0,4.21,40.0,5.08,61.24,1.4,Light Heavyweight,36.0
2895,Gokhan Saki,182.88,92,73,Southpaw,7.09,58.0,4.57,53.0,0.0,100.0,0.0,Light Heavyweight,45.69
2896,Everett Cummings,184.79,92,75,Orthodox,0.43,60.0,4.34,45.0,0.0,61.24,2.2,Light Heavyweight,45.69
2897,Vinicius Moreira,193.04,92,76,Orthodox,3.15,59.0,5.07,43.0,1.97,61.24,1.3,Light Heavyweight,18.0
2898,Nicolae Negumereanu,182.88,92,78,Orthodox,0.73,40.0,4.67,18.0,0.0,40.0,0.0,Light Heavyweight,45.69
2899,Stanislav Nedkov,180.34,92,71,Orthodox,3.33,43.0,5.39,43.0,2.77,61.24,0.0,Light Heavyweight,41.0
2900,Paul Craig,190.5,92,76,Orthodox,2.4,49.0,2.43,49.0,2.11,55.0,1.5,Light Heavyweight,26.0
2901,Nikita Krylov,190.5,92,77,Southpaw,4.33,56.0,2.52,43.0,1.34,55.0,1.3,Light Heavyweight,33.0
2902,Dennis Reed,184.79,92,75,Orthodox,0.0,44.95,0.0,48.96,0.0,61.24,0.0,Light Heavyweight,45.69
2903,Luc Bondole,187.96,92,75,Southpaw,3.35,51.0,2.04,62.0,0.0,61.24,1.8,Light Heavyweight,45.69
2904,Linton Vassell,193.04,92,75,Southpaw,3.39,37.0,2.13,54.0,2.46,50.0,0.0,Light Heavyweight,50.0
2905,Mike van Arsdale,187.96,92,75,Switch,1.52,41.0,1.91,41.0,1.06,37.0,0.0,Light Heavyweight,14.0
2906,Justin Hawes,180.34,92,75,Orthodox,0.0,44.95,3.41,37.0,0.0,61.24,0.0,Light Heavyweight,45.69
2907,Chris Hawk,185.42,92,75,Orthodox,0.0,44.95,0.0,48.96,0.0,61.24,0.0,Light Heavyweight,45.69
2908,David Heath,180.34,92,72,Orthodox,1.48,30.0,5.16,49.0,0.33,57.0,1.0,Light Heavyweight,50.0
2909,William Knight,177.8,92,73,Southpaw,4.69,76.0,2.88,33.0,3.76,63.0,0.5,Light Heavyweight,66.0
2910,Kyle Kingsbury,193.04,92,79,Orthodox,2.97,40.0,3.81,51.0,2.64,52.0,0.0,Light Heavyweight,41.0
2911,Homer Moore,177.8,92,75,Orthodox,0.68,50.0,0.68,48.96,5.07,61.24,0.0,Light Heavyweight,66.0
2912,Roman Dolidze,187.96,92,76,Southpaw,2.98,51.0,1.75,61.0,1.75,33.0,2.2,Light Heavyweight,50.0
2913,John Doyle,180.34,92,75,Orthodox,3.5,44.0,10.51,27.0,0.0,61.24,0.0,Light Heavyweight,45.69
2914,Tafon Nchukwi,182.88,92,77,Southpaw,7.59,55.0,4.31,52.0,0.0,75.0,0.0,Light Heavyweight,45.69
2915,Yasuhito Namekawa,175.26,92,75,Orthodox,0.14,50.0,3.65,38.0,2.11,61.24,4.2,Light Heavyweight,25.0
2916,Moise Rimbon,177.8,92,75,Orthodox,0.8,34.0,1.0,71.0,1.0,37.0,0.0,Light Heavyweight,50.0
2917,Rashad Coulter,180.34,92,76,Orthodox,4.82,56.0,6.68,50.0,0.0,62.0,0.0,Light Heavyweight,45.69
2918,George Bush,185.42,92,75,Southpaw,6.35,64.0,2.31,55.0,17.31,61.24,0.0,Light Heavyweight,66.0
2919,Misha Cirkunov,190.5,92,77,Southpaw,4.18,51.0,3.22,60.0,4.28,71.0,2.3,Light Heavyweight,57.0
2920,Wayne Cole,185.42,92,75,Orthodox,0.57,20.0,8.33,27.0,4.31,61.24,4.3,Light Heavyweight,25.0
2921,Mark Coleman,185.42,92,75,Orthodox,1.88,52.0,2.62,40.0,3.89,50.0,0.8,Light Heavyweight,40.0
2922,Bruno Oliveira,193.04,92,80,Orthodox,3.44,33.0,4.92,54.0,0.0,61.24,0.0,Light Heavyweight,45.69
2923,Kennedy Nzechukwu,195.57999999999998,92,83,Southpaw,5.38,43.0,5.8,48.0,0.0,78.0,0.0,Light Heavyweight,45.69
2924,Jake O'Brien,190.5,92,76,Orthodox,1.31,31.0,1.92,69.0,6.39,25.0,0.2,Light Heavyweight,54.0
2925,Michal Oleksiejczuk,182.88,92,74,Southpaw,4.83,56.0,2.91,69.0,1.05,35.0,0.0,Light Heavyweight,66.0
2926,Cameron Olson,185.42,92,75,Southpaw,3.13,47.0,2.2,57.0,3.0,100.0,1.0,Light Heavyweight,42.0
2927,Reza Nasri,180.34,92,75,Orthodox,0.0,44.95,0.0,48.96,0.0,61.24,0.0,Light Heavyweight,45.69
2928,Dave Dalgliesh,187.96,92,75,Orthodox,0.0,44.95,1.85,50.0,0.0,61.24,0.0,Light Heavyweight,45.69
2929,Richard Dalton,185.42,92,75,Orthodox,1.2,69.0,3.27,25.0,1.0,61.24,0.0,Light Heavyweight,11.0
2930,Ednaldo Oliveira,195.57999999999998,92,75,Orthodox,1.03,22.0,1.8,52.0,0.0,42.0,0.0,Light Heavyweight,45.69
2931,Jorge Oliveira,185.42,92,75,Orthodox,0.0,44.95,0.0,48.96,0.0,61.24,0.0,Light Heavyweight,45.69
2932,Volkan Oezdemir,187.96,92,75,Southpaw,5.03,45.0,4.24,55.0,0.36,80.0,0.0,Light Heavyweight,20.0
2933,Klidson Abreu,182.88,92,74,Orthodox,2.05,40.0,2.9,55.0,0.64,80.0,0.0,Light Heavyweight,20.0
2934,Roy Boughton,182.88,92,75,Orthodox,0.0,44.95,0.0,48.96,0.0,61.24,0.0,Light Heavyweight,45.69
2935,Jeremiah Billington,175.26,92,75,Orthodox,1.6,62.0,7.06,35.0,0.0,50.0,0.0,Light Heavyweight,45.69
2936,Goran Reljic,190.5,92,81,Southpaw,1.69,37.0,2.69,59.0,1.69,33.0,1.1,Light Heavyweight,50.0
2937,Matt Lucas,185.42,92,75,Orthodox,1.27,48.0,3.93,40.0,1.0,61.24,0.0,Light Heavyweight,10.0
2938,Dequan Townsend,190.5,92,79,Orthodox,1.23,34.0,3.92,38.0,0.0,46.0,0.0,Light Heavyweight,45.69
2939,Ricardo Arona,180.34,92,75,Southpaw,1.66,48.0,1.15,57.0,2.41,58.0,1.2,Light Heavyweight,48.0
2940,Chalid Arrab,180.34,92,75,Orthodox,1.56,34.0,1.63,56.0,3.05,37.0,1.0,Light Heavyweight,75.0
2941,Kevin Randleman,177.8,92,75,Southpaw,1.26,54.0,1.12,57.0,2.0,30.0,0.8,Light Heavyweight,56.0
2942,Antony Rea,182.88,92,75,Orthodox,2.89,28.0,5.42,42.0,0.0,100.0,0.0,Light Heavyweight,45.69
2943,Jimmy Crute,187.96,92,74,Southpaw,4.36,57.0,2.31,54.0,4.33,60.0,2.4,Light Heavyweight,75.0
2944,Jeremy Kimball,182.88,92,72,Switch,2.81,46.0,3.84,49.0,1.41,50.0,0.0,Light Heavyweight,20.0
2945,Thiago Santos,187.96,92,76,Southpaw,4.27,48.0,2.33,55.0,0.7,66.0,0.1,Light Heavyweight,38.0
2946,Mike Cook,185.42,92,75,Orthodox,1.72,49.0,2.4,46.0,1.03,55.0,2.1,Light Heavyweight,33.0
2947,Jorgen Kruth,187.96,92,75,Orthodox,0.0,44.95,0.0,48.96,0.0,61.24,0.0,Light Heavyweight,45.69
2948,Jin Oh Kim,175.26,92,75,Orthodox,5.06,25.0,8.43,50.0,0.0,66.0,0.0,Light Heavyweight,45.69
2949,Michiyoshi Ohara,177.8,92,75,Orthodox,0.28,29.0,3.13,48.0,0.0,33.0,0.0,Light Heavyweight,45.69
2950,Dewey Cooper,184.79,92,75,Orthodox,0.0,44.95,0.0,48.96,0.0,61.24,0.0,Light Heavyweight,45.69
2951,Karl Reed,190.5,92,78,Orthodox,2.04,44.0,3.84,38.0,1.06,53.0,0.0,Light Heavyweight,22.0
2952,Ivan Shtyrkov,182.88,92,74,Orthodox,0.0,44.95,0.0,48.96,0.0,61.24,0.0,Light Heavyweight,45.69
2953,Fabio Silva,180.34,92,75,Orthodox,0.09,11.0,5.9,38.0,0.0,61.24,0.0,Light Heavyweight,45.69
2954,Ken Shamrock,185.42,92,72,Orthodox,1.47,46.0,4.3,39.0,0.94,44.0,2.5,Light Heavyweight,60.0
2955,Jason Sharp,184.79,92,75,Orthodox,0.0,44.95,0.0,48.96,0.0,61.24,0.0,Light Heavyweight,45.69
2956,Rhadi Ferguson,170.18,92,75,Orthodox,0.0,44.95,0.0,48.96,0.0,61.24,0.0,Light Heavyweight,45.69
2957,Alton Cunningham,187.96,92,77,Orthodox,3.33,75.0,4.94,20.0,1.67,100.0,0.0,Light Heavyweight,10.0
2958,Patrick Cummins,187.96,92,76,Southpaw,4.26,50.0,3.35,55.0,4.49,28.0,0.1,Light Heavyweight,41.0
2959,Ivan Serati,182.88,92,75,Orthodox,0.86,26.0,5.33,29.0,0.0,61.24,0.0,Light Heavyweight,45.69
2960,Brandon Hester,185.42,92,75,Southpaw,3.53,53.0,0.4,68.0,4.0,61.24,0.0,Light Heavyweight,80.0
2961,Roger Hollett,180.34,92,75,Orthodox,1.83,47.0,6.47,34.0,1.0,30.0,0.0,Light Heavyweight,28.0
2962,Shamil Gamzatov,187.96,92,76,Southpaw,4.27,46.0,2.13,58.0,0.0,50.0,0.0,Light Heavyweight,45.69
2963,Clint Hester,187.96,92,77,Orthodox,3.36,42.0,3.44,56.0,1.02,60.0,0.0,Light Heavyweight,35.0
2964,Ed Herman,185.42,92,77,Orthodox,3.32,49.0,3.35,43.0,2.21,60.0,1.2,Light Heavyweight,48.0
2965,Booker DeRousse,187.96,92,75,Orthodox,0.0,44.95,0.0,48.96,0.0,61.24,0.0,Light Heavyweight,45.69
2966,Cyrille Diabate,198.12,92,81,Southpaw,4.06,71.0,1.78,60.0,1.17,53.0,0.2,Light Heavyweight,83.0
2967,Thiago Silva,187.96,92,74,Southpaw,3.92,50.0,2.55,67.0,1.03,70.0,0.7,Light Heavyweight,47.0
2968,James Bochnovic,193.04,92,81,Orthodox,0.65,26.0,3.64,21.0,0.0,61.24,0.0,Light Heavyweight,45.69
2969,Stephan Bonnar,193.04,92,79,Orthodox,2.76,38.0,3.01,52.0,1.32,60.0,1.0,Light Heavyweight,40.0
2970,Tatsuya Mizuno,185.42,92,75,Southpaw,2.25,37.0,3.52,53.0,1.19,40.0,3.6,Light Heavyweight,25.0
2971,Carlos Ulberg,193.04,92,77,Southpaw,15.07,62.0,8.6,47.0,0.0,100.0,0.0,Light Heavyweight,45.69
2972,Victor Valimaki,182.88,92,75,Southpaw,3.94,30.0,2.99,67.0,0.9,61.24,0.0,Light Heavyweight,14.0
2973,Ron Faircloth,175.26,92,75,Orthodox,0.39,40.0,8.9,42.0,0.0,61.24,0.0,Light Heavyweight,45.69
2974,Ryo Kawamura,180.34,92,75,Orthodox,0.6,16.0,3.93,39.0,0.0,6.0,0.0,Light Heavyweight,45.69
2975,Ariel Gandulla,180.34,92,75,Orthodox,1.95,23.0,2.07,72.0,1.88,61.24,0.0,Light Heavyweight,66.0
2976,Vinny Magalhaes,190.5,92,75,Orthodox,2.14,24.0,3.97,68.0,1.55,66.0,0.8,Light Heavyweight,44.0
2977,Ralph Dillon,187.96,92,75,Orthodox,0.34,14.0,0.69,60.0,0.0,61.24,0.0,Light Heavyweight,45.69
2978,Brandon Sene,180.34,92,75,Orthodox,0.0,44.95,0.0,48.96,0.0,61.24,0.0,Light Heavyweight,45.69
2979,Eric Schwartz,184.79,92,75,Orthodox,0.0,44.95,0.0,48.96,0.0,61.24,0.0,Light Heavyweight,45.69
2980,Steve Bosse,180.34,92,72,Southpaw,5.99,52.0,5.38,50.0,0.92,100.0,0.0,Light Heavyweight,33.0
2981,Chris Haseman,180.34,92,75,Orthodox,0.93,70.0,4.67,28.0,0.0,40.0,2.0,Light Heavyweight,45.69
2982,Ibo Aslan,190.5,92,75,Orthodox,0.0,44.95,0.0,48.96,0.0,61.24,0.0,Light Heavyweight,45.69
2983,Dashawn Boatwright,182.88,92,75,Orthodox,0.0,44.95,52.5,12.0,0.0,61.24,0.0,Light Heavyweight,45.69
2984,Chris Birchler,190.5,92,75,Switch,9.35,46.0,14.83,35.0,0.0,61.24,0.0,Light Heavyweight,45.69
2985,Simon Biyong,184.79,92,75,Orthodox,0.0,44.95,0.0,48.96,0.0,61.24,0.0,Light Heavyweight,45.69
2986,Edson Silva,184.79,92,75,Orthodox,2.69,14.0,5.37,50.0,0.0,61.24,0.0,Light Heavyweight,45.69
2987,Timo Feucht,190.5,92,79,Orthodox,0.0,44.95,0.0,48.96,0.0,61.24,0.0,Light Heavyweight,45.69
2988,Jan Blachowicz,187.96,92,78,Southpaw,3.59,49.0,2.79,53.0,1.18,65.0,0.2,Light Heavyweight,53.0
2989,Matt Van Buren,195.57999999999998,92,75,Southpaw,7.73,45.0,6.82,49.0,0.0,50.0,0.0,Light Heavyweight,45.69
2990,Cory Hendricks,190.5,92,75,Orthodox,3.13,39.0,4.07,42.0,0.0,100.0,0.0,Light Heavyweight,45.69
2991,Fabio Maldonado,185.42,92,75,Southpaw,5.29,58.0,4.31,53.0,0.44,61.0,0.6,Light Heavyweight,57.0
2992,Joachim Christensen,190.5,92,76,Southpaw,3.78,41.0,3.29,46.0,0.0,61.24,0.0,Light Heavyweight,45.69
2993,Ion Cherdivara,184.79,92,75,Orthodox,0.0,44.95,0.0,48.96,0.0,61.24,0.0,Light Heavyweight,45.69
2994,Ion Cutelaba,185.42,92,75,Southpaw,5.1,39.0,3.37,48.0,2.41,80.0,0.0,Light Heavyweight,71.0
2995,Henrique da Silva,190.5,92,76,Orthodox,3.89,60.0,5.28,40.0,0.25,22.0,0.2,Light Heavyweight,14.0
2996,Danilo Marques,198.12,92,77,Southpaw,1.81,88.0,1.41,50.0,4.83,61.24,1.2,Light Heavyweight,34.0
2997,Ryan Bader,187.96,92,74,Southpaw,2.82,43.0,1.39,71.0,3.37,80.0,0.4,Light Heavyweight,44.0
2998,Mark Hughes,175.26,92,75,Southpaw,0.9,47.0,0.4,42.0,3.0,61.24,4.5,Light Heavyweight,50.0
2999,Rafael Cavalcante,185.42,92,74,Orthodox,2.71,53.0,3.62,49.0,0.6,63.0,0.1,Light Heavyweight,40.0
3000,Satoshi Honma,185.42,92,75,Orthodox,0.0,44.95,0.0,48.96,0.0,61.24,0.0,Light Heavyweight,45.69
3001,Rex Holman,190.5,92,75,Southpaw,2.75,34.0,7.25,40.0,0.0,100.0,0.0,Light Heavyweight,45.69
3002,Khadis Ibragimov,190.5,92,78,Orthodox,3.55,49.0,4.26,47.0,0.97,80.0,0.3,Light Heavyweight,30.0
3003,Mikhail Iloukhine,175.26,92,75,Orthodox,0.16,20.0,2.95,26.0,0.0,61.24,7.0,Light Heavyweight,45.69
3004,Bojan Mihajlovic,180.34,92,73,Orthodox,1.23,35.0,5.95,47.0,0.0,33.0,0.0,Light Heavyweight,45.69
